"measurement.ID","sites.sitename","plot.name","stand.age","dominant.life.form","dominant.veg","scientific.name","veg.notes","variable.name","date","date.loc","start.date","start.date.loc","end.date","end.date.loc","mean","n","stat.name","stat","area.sampled","notes","method.ID","allometry_1","allometry_2","min.dbh","depth","covariate_1","coV_1.value","covariate_2","coV_2.value","conflicts","R.group","S.group","D.group","D.precedence","conflict.type","D.precedence.measurement.ID","conflicts.notes","citation.ID","loaded.from","source.notes","measurement.ID.v1","loaded.by","checked.ori.pub","ForC.investigator","required.citations","flag.suspicious"
17451,"Wanang CTFS-ForestGEO plot","50-ha forest dynamics plot","999","woody","2TEB",NA,"mixed evergreen hill forest","stand.density","2009",8.5,NA,NA,NA,NA,5523,"50","SD","520","50","mean and standard deviation (SD) given for each 100 m _ 100 m of each plot",NA,NA,NA,"1",NA,"stem.level","1",NA,NA,"I",NA,NA,NA,NA,NA,NA,NA,"Lutz_2018_giol",NA,NA,NA,"Kristina J. Anderson-Teixeira",1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Anderson-Teixeira_2018_fagd",0
17453,"Wind River CTFS-ForestGEO plot","25.6 ha of 27.2-ha forest dynamics plot","NAC","woody","2TEN",NA,"Douglas Fir and hemlock","stand.density","2015",8,"2015",8,"2015",8,1207,"24","SD","273","25.6","mean and standard deviation (SD) given for each 100 m _ 100 m of each plot",NA,NA,NA,"1",NA,"stem.level","1",NA,NA,"I",NA,NA,NA,NA,NA,NA,NA,"Lutz_2018_giol",NA,NA,NA,"Kristina J. Anderson-Teixeira",1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Anderson-Teixeira_2018_fagd",0
17455,"Wytham Woods CTFS-ForestGEO plot","18-ha forest dynamics plot","NAC","woody","2TDB",NA,"Fraxinus excelsior_Acer campestre_Mercurialis perennis woodland (W8 following the National Vegetation Classification)","stand.density","2016",8,"2016",8,"2016",8,1016,"18","SD","309","18","mean and standard deviation (SD) given for each 100 m _ 100 m of each plot",NA,NA,NA,"1",NA,"stem.level","1",NA,NA,"I",NA,NA,NA,NA,NA,NA,NA,"Lutz_2018_giol",NA,NA,NA,"Kristina J. Anderson-Teixeira",1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Anderson-Teixeira_2018_fagd",0
17457,"Xishuangbanna CTFS-ForestGEO plot","20-ha forest dynamics plot","999","woody","2TEB",NA,NA,"stand.density","2012",8,"NI",9,"2012",8,4565,"20","SD","650","20","mean and standard deviation (SD) given for each 100 m _ 100 m of each plot",NA,NA,NA,"1",NA,"stem.level","1",NA,NA,"I",NA,NA,NA,NA,NA,NA,NA,"Lutz_2018_giol",NA,NA,NA,"Kristina J. Anderson-Teixeira",1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Anderson-Teixeira_2018_fagd",0
17459,"Yasuni CTFS-ForestGEO plot","25-ha forest dynamics plot (western half of 50-ha forest dynamics plot)","999","woody","2TEB",NA,NA,"stand.density","1995",8,NA,NA,NA,NA,5834,"25","SD","692","25","mean and standard deviation (SD) given for each 100 m _ 100 m of each plot",NA,NA,NA,"1",NA,"stem.level","1",NA,NA,"I",NA,NA,NA,NA,NA,NA,NA,"Lutz_2018_giol",NA,NA,NA,"Kristina J. Anderson-Teixeira",1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Anderson-Teixeira_2018_fagd",0
17461,"Yosemite National Park CTFS-ForestGEO plot","25.6-ha forest dynamics plot","NAC","woody","2TEN",NA,"Forest composition is principally white fir (Abies concolor), sugar pine (Pinus lambertiana), incense cedar (Calocedrus decurrens), ponderosa pine (Pinus ponderosa), and California black oak (Quercus kelloggii).","stand.density","2013",8,"2013",8,"2013",8,1399,"24","SD","266","25.6","mean and standard deviation (SD) given for each 100 m _ 100 m of each plot",NA,NA,NA,"1",NA,"stem.level","1",NA,NA,"I",NA,NA,NA,NA,NA,NA,NA,"Lutz_2018_giol",NA,NA,NA,"Kristina J. Anderson-Teixeira",1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Anderson-Teixeira_2018_fagd",0
17463,"Zofin CTFS-ForestGEO plot","25-ha forest dynamics plot","NAC","woody","2TM",NA,"Abies-Picea-Fagus","stand.density","2012",8,"2012",8,"2012",8,2404,"25","SD","982","25","mean and standard deviation (SD) given for each 100 m _ 100 m of each plot",NA,NA,NA,"1",NA,"stem.level","1",NA,NA,"I",NA,NA,NA,NA,NA,NA,NA,"Lutz_2018_giol",NA,NA,NA,"Kristina J. Anderson-Teixeira",1,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Anderson-Teixeira_2018_fagd",0
30796,"Luquillo.1","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 8796)","35","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,9438,"1",NA,NA,"0.05","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Aide_2000_fria","Cook-Patton_2020_mcap","GROA measurement.id #12878, site.id #10",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30798,"Luquillo.1","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 8797)","37","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,9438,"1",NA,NA,"0.05","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Aide_2000_fria","Cook-Patton_2020_mcap","GROA measurement.id #12879, site.id #10",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30800,"Luquillo.1","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 8798)","37","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,9438,"1",NA,NA,"0.05","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Aide_2000_fria","Cook-Patton_2020_mcap","GROA measurement.id #12880, site.id #10",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30802,"Luquillo.1","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 8799)","59","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,6805,"1",NA,NA,"0.05","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Aide_2000_fria","Cook-Patton_2020_mcap","GROA measurement.id #12881, site.id #10",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30804,"Luquillo.1","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 8800)","60","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,6805,"1",NA,NA,"0.05","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Aide_2000_fria","Cook-Patton_2020_mcap","GROA measurement.id #12882, site.id #10",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30806,"Luquillo.1","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 8801)","76","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,6630,"2",NA,NA,"0.1","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Aide_2000_fria","Cook-Patton_2020_mcap","GROA measurement.id #12883, site.id #10",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30808,"Luquillo.1","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 43)","9","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,7704,"1",NA,NA,"0.05","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Aide_2000_fria","Cook-Patton_2020_mcap","GROA measurement.id #3411, site.id #10",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30810,"Luquillo.1","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 44)","10","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,8427,"1",NA,NA,"0.05","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Aide_2000_fria","Cook-Patton_2020_mcap","GROA measurement.id #3412, site.id #10",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30815,"Luquillo.1","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 48)","25","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,11526,"2",NA,NA,"0.1","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Aide_2000_fria","Cook-Patton_2020_mcap","GROA measurement.id #3416, site.id #10",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30969,"Molienda slash-and-burned forest recovery chronosequence","Forest recovery following slash-and-burn agriculture","37","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1025,"1",NA,NA,"0.08","Biomass allometries: Chave 2014.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Broadbent_2014_isas","Cook-Patton_2020_mcap","GROA measurement.id #1236, site.id #19",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30971,"Molienda slash-and-burned forest recovery chronosequence","Forest recovery following slash-and-burn agriculture","38","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1375,"1",NA,NA,"0.08","Biomass allometries: Chave 2014.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Broadbent_2014_isas","Cook-Patton_2020_mcap","GROA measurement.id #1237, site.id #19",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30973,"Molienda slash-and-burned forest recovery chronosequence","Forest recovery following slash-and-burn agriculture","25","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,775,"1",NA,NA,"0.08","Biomass allometries: Chave 2014.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Broadbent_2014_isas","Cook-Patton_2020_mcap","GROA measurement.id #1232, site.id #19",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30975,"Molienda slash-and-burned forest recovery chronosequence","Forest recovery following slash-and-burn agriculture","18","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1450,"1",NA,NA,"0.08","Biomass allometries: Chave 2014.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Broadbent_2014_isas","Cook-Patton_2020_mcap","GROA measurement.id #1230, site.id #19",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30977,"Molienda slash-and-burned forest recovery chronosequence","Forest recovery following slash-and-burn agriculture","5","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1375,"1",NA,NA,"0.08","Biomass allometries: Chave 2015.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Broadbent_2014_isas","Cook-Patton_2020_mcap","GROA measurement.id #1226, site.id #19",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30979,"Molienda slash-and-burned forest recovery chronosequence","Forest recovery following slash-and-burn agriculture","47","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1700,"1",NA,NA,"0.08","Biomass allometries: Chave 2014.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Broadbent_2014_isas","Cook-Patton_2020_mcap","GROA measurement.id #1239, site.id #19",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30981,"Molienda slash-and-burned forest recovery chronosequence","Forest recovery following slash-and-burn agriculture","10","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1913,"1",NA,NA,"0.08","Biomass allometries: Chave 2014.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Broadbent_2014_isas","Cook-Patton_2020_mcap","GROA measurement.id #1228, site.id #19",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30983,"Molienda slash-and-burned forest recovery chronosequence","Forest recovery following slash-and-burn agriculture","14","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,950,"1",NA,NA,"0.08","Biomass allometries: Chave 2014.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Broadbent_2014_isas","Cook-Patton_2020_mcap","GROA measurement.id #1229, site.id #19",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30985,"Molienda slash-and-burned forest recovery chronosequence","Forest recovery following slash-and-burn agriculture","21","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1238,"1",NA,NA,"0.08","Biomass allometries: Chave 2014.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Broadbent_2014_isas","Cook-Patton_2020_mcap","GROA measurement.id #1231, site.id #19",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30987,"Molienda slash-and-burned forest recovery chronosequence","Forest recovery following slash-and-burn agriculture","32","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1350,"1",NA,NA,"0.08","Biomass allometries: Chave 2014.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Broadbent_2014_isas","Cook-Patton_2020_mcap","GROA measurement.id #1233, site.id #19",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30989,"Molienda slash-and-burned forest recovery chronosequence","Forest recovery following slash-and-burn agriculture","43","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1488,"1",NA,NA,"0.08","Biomass allometries: Chave 2014.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Broadbent_2014_isas","Cook-Patton_2020_mcap","GROA measurement.id #1238, site.id #19",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30991,"Molienda slash-and-burned forest recovery chronosequence","Forest recovery following slash-and-burn agriculture","7","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1638,"1",NA,NA,"0.08","Biomass allometries: Chave 2015.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Broadbent_2014_isas","Cook-Patton_2020_mcap","GROA measurement.id #1227, site.id #19",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30993,"Molienda slash-and-burned forest recovery chronosequence","Forest recovery following slash-and-burn agriculture","4","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1538,"1",NA,NA,"0.08","Biomass allometries: Chave 2015.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Broadbent_2014_isas","Cook-Patton_2020_mcap","GROA measurement.id #1225, site.id #19",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
30995,"Molienda slash-and-burned forest recovery chronosequence","Forest recovery following slash-and-burn agriculture","33","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,1838,"1",NA,NA,"0.08","Biomass allometries: Chave 2014.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Broadbent_2014_isas","Cook-Patton_2020_mcap","GROA measurement.id #1234, site.id #19",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31197,"Sierra de Cayey","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 248)","10","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,30833,"1",NA,NA,"0.057999998","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Marin-Spiotta_2007_lpit","Cook-Patton_2020_mcap","GROA measurement.id #2611, site.id #41",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31199,"Sierra de Cayey","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 249)","30","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,6187,"1",NA,NA,"0.057999998","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Marin-Spiotta_2007_lpit","Cook-Patton_2020_mcap","GROA measurement.id #2613, site.id #41",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31201,"Sierra de Cayey","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 250)","60","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,7847,"1",NA,NA,"0.057999998","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Marin-Spiotta_2007_lpit","Cook-Patton_2020_mcap","GROA measurement.id #2614, site.id #41",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31203,"Sierra de Cayey","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 251)","80","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,2969,"1",NA,NA,"0.057999998","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Marin-Spiotta_2007_lpit","Cook-Patton_2020_mcap","GROA measurement.id #2615, site.id #41",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31205,"Sierra de Cayey","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 2309)","80","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,2969,"1",NA,NA,"0.057999998","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Marin-Spiotta_2007_lpit","Cook-Patton_2020_mcap","GROA measurement.id #2612, site.id #41",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31207,"Sierra de Cayey","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 9728)","10","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,30833,"1",NA,NA,"0.057999998","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Marin-Spiotta_2007_lpit","Cook-Patton_2020_mcap","GROA measurement.id #13638, site.id #41",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31209,"Sierra de Cayey","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 9729)","60","woody","NAC",NA,NA,"stand.density","NI",9,NA,9,NA,9,7847,"1",NA,NA,"0.057999998","Biomass allometries: biome-specific.",NA,"NAC",NA,"5","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Marin-Spiotta_2007_lpit","Cook-Patton_2020_mcap","GROA measurement.id #13639, site.id #41",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31211,"Sierra de Cayey","regrowth stand regenerating via spontaneous natural regeneration established around 1973 14","30","woody","NAC",NA,NA,"stand.density","2003",8,NA,9,NA,9,1048,"3",NA,NA,"0.1728","Biomass allometries: direct-harvest. 5 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min.length","0","",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Ostertag_2008_ladi","Cook-Patton_2020_mcap","GROA measurement.id #2322, site.id #41",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31213,"Sierra de Cayey","regrowth stand regenerating via spontaneous natural regeneration established around 1983 36","20","woody","NAC",NA,NA,"stand.density","2003",8,NA,9,NA,9,854,"3",NA,NA,"0.1728","Biomass allometries: direct-harvest. 5 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min.length","0","",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Ostertag_2008_ladi","Cook-Patton_2020_mcap","GROA measurement.id #2321, site.id #41",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31215,"Sierra de Cayey","regrowth stand regenerating via spontaneous natural regeneration established around 1923 2","80","woody","NAC",NA,NA,"stand.density","2003",8,NA,9,NA,9,1163,"3",NA,NA,"0.1728","Biomass allometries: direct-harvest. 5 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min.length","0","",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Ostertag_2008_ladi","Cook-Patton_2020_mcap","GROA measurement.id #13410, site.id #41",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
31217,"Sierra de Cayey","regrowth stand regenerating via spontaneous natural regeneration established around 1993 58","10","woody","NAC",NA,NA,"stand.density","2003",8,NA,9,NA,9,104,"3",NA,NA,"0.1728","Biomass allometries: direct-harvest. 5 sample(s) per plot.",NA,"NAC",NA,"NAC","NAC","min.length","0","",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Ostertag_2008_ladi","Cook-Patton_2020_mcap","GROA measurement.id #2320, site.id #41",NA,"R script by Valentine Herrmann",1,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
