measurementID,sites.sitename,plot.name,stand.age,dominantveg,scientificname,acceptedsymbol,Regentype,Managementtype,variables.name,method_id,date,dateloc,start_date,start_dateloc,end_date,end_dateloc,mean,n,statname,stat,notes,covariate_1,coV1_value,coV1_units,covariate_2,coV2_value,coV2_units,covariate_3,coV3_value,coV3_units,dupcode,dupnum,citations.doi,citations.author,citations.year,citations.title,loaded_from,measurementID.v1,ForC_investigator
49,Agua Pudre plot U AGP-02,UM primary forest,999,2TEB,NA,2TEB,nodata,UM,BNPP_fine root_C,238,NA,9,2004.01.01,8,2006.01.01,8,2.2,NI,NI,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.5194/bg-6-2759-2009,Aragao,2009,Above- and below-ground net primary productivity across ten Amazonian forests on contrasting soils,Luyssaert et al. 2007: database v3.3,3140,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
50,Agua Pudre plot U AGP-02,UM primary forest,999,2TEB,NA,2TEB,nodata,UM,BNPP_root_C,NAC,NA,9,2004.01.01,8,2006.01.01,8,3,NI,NI,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.5194/bg-6-2759-2009,Aragao,2009,Above- and below-ground net primary productivity across ten Amazonian forests on contrasting soils,Luyssaert et al. 2007: database v3.3,3141,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
51,Agua Pudre plot U AGP-02,UM primary forest,999,2TEB,NA,2TEB,nodata,UM,NPP_1_C,239,NA,9,2004.01.01,8,2006.01.01,8,11.5,NI,NI,NI,NA,allometric_equation,1.2,NA,NA,NA,NA,NA,NA,NA,0,0,10.5194/bg-6-2759-2009,Aragao,2009,Above- and below-ground net primary productivity across ten Amazonian forests on contrasting soils,Luyssaert et al. 2007: database v3.3,3142,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
52,Agua Pudre plot U AGP-02,UM primary forest,999,2TEB,NA,2TEB,nodata,UM,NPP_woody_C,NAC,NI,9,NI,9,NI,9,6.35,NRA,NRA,NRA,prim ref: Aragao et al. 2009 [4],NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1098/rstb.2011.0062,Malhi,2011,The allocation of ecosystem net primary productivity in tropical forests,Malhi2011,16891,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
53,Aguas Claras,teak plantation,20,2TDB,Tectona grandis,TEGR,plantation,O,C_ag,NAC,1999.01.01,8,NA,9,NA,9,86.8,NI,NI,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(02)00002-6,Kraenzel,2003,"Carbon storage of harvest-age teak (Tectona grandis) plantations, Panama",,2495,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
54,Aguas Claras,teak plantation,20,2TDB,Tectona grandis,TEGR,plantation,O,C_root_total,NAC,1999.01.01,8,NA,9,NA,9,13.1,NI,NI,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(02)00002-6,Kraenzel,2003,"Carbon storage of harvest-age teak (Tectona grandis) plantations, Panama",,2499,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
55,Aguas Claras,teak plantation,20,2TDB,Tectona grandis,TEGR,plantation,O,C_biomass_total,NAC,1999.01.01,8,NA,9,NA,9,99.8,NI,NI,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,1,10.1016/S0378-1127(02)00002-6,Kraenzel,2003,"Carbon storage of harvest-age teak (Tectona grandis) plantations, Panama",,2503,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
56,Aguas Claras,teak plantation,20,2TDB,Tectona grandis,TEGR,plantation,O,C_biomass_total,NAC,1999.01.01,8,NA,9,NA,9,107.3,NI,NI,NI,includes undergrowth,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2,10.1016/S0378-1127(02)00002-6,Kraenzel,2003,"Carbon storage of harvest-age teak (Tectona grandis) plantations, Panama",,2507,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
57,Aguas Claras,teak plantation,20,2TDB,Tectona grandis,TEGR,plantation,O,C_organic layer,NAC,1999.01.01,8,NA,9,NA,9,7.9,24,SD,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/S0378-1127(02)00002-6,Kraenzel,2003,"Carbon storage of harvest-age teak (Tectona grandis) plantations, Panama",,2511,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
58,Agumbe,Mature Rain forest,999,2TEB,NA,2TEB,nodata,O,Biomass_ag,NAC,NI,9,NI,9,NI,9,420,NI,NI,NI,"prim ref: Rai and Proctor 1986a,b.",min_dbh,5,cm,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/616,Clark,2013,"NPP Tropical Forest: Consistent Worldwide Site Estimates, 1967-1999, R1. Dataset.",,2329,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
59,Agumbe,Mature Rain forest,999,2TEB,NA,2TEB,nodata,O,Biomass_root_total,NAC,NI,9,NI,9,NI,9,17.3,NI,NI,NI,"based on biomass harvest in other plots, where they dug up the trees' roots that were >= 1.6 cm dia., and then used allometry; so is an underestimate of unknown magnitude because lacks the smaller roots. prim ref: Rai and Proctor 1986a,b.",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/616,Clark,2013,"NPP Tropical Forest: Consistent Worldwide Site Estimates, 1967-1999, R1. Dataset.",,2368,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
60,Agumbe,Mature Rain forest,999,2TEB,NA,2TEB,nodata,O,ANPP_litterfall_1,NAC,NI,9,NI,9,NI,9,4.18,NI,NI,NI,"from 50 traps over 2 years, collected monthly;includes twigs <=1 cm. prim ref: Rai and Proctor 1986a,b.",twig_diameter_max,1,cm,NA,NA,NA,NA,NA,NA,0,0,10.3334/ORNLDAAC/616,Clark,2013,"NPP Tropical Forest: Consistent Worldwide Site Estimates, 1967-1999, R1. Dataset.",,2402,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
61,Alava,natural regeneration of abandoned agroforestry secondary forest,NI,2TEB,NA,2TEB,natcult,O,Biomass_ag,NAC,NI,9,NI,9,NI,9,117.6,1,NI,NI,estimated by allometry,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1023/a:1009862618250,Webb,1999,"Diversity and structure of tropical rain forest of Tutuila, American Samoa: effects of site age and substrate",,2309,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
62,Alava,natural regeneration of abandoned agroforestry secondary forest,NI,2TEB,NA,2TEB,natcult,UM,Biomass_root_total,NAC,NI,9,NI,9,NI,9,27.9,1,NI,NI,estimated by allometry,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1023/a:1009862618250,Webb,1999,"Diversity and structure of tropical rain forest of Tutuila, American Samoa: effects of site age and substrate",,2310,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
63,Alava,natural regeneration of abandoned agroforestry secondary forest,NI,2TEB,NA,2TEB,natcult,O,Biomass_total,NAC,NI,9,NI,9,NI,9,145.5,1,NI,NI,estimated by allometry,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1023/a:1009862618250,Webb,1999,"Diversity and structure of tropical rain forest of Tutuila, American Samoa: effects of site age and substrate",,2311,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
64,Alberga,mature 'old growth' forest,999,2TEB,NA,2TEB,nodata,UM,Biomass_ag,NAC,NI,9,NI,9,NI,9,330.5,NI,NI,NI,NA,min_dbh,5,cm,allometric_equation,2,NA,NA,NA,NA,0,0,10.1111/geb.12364,Poorter,2015,Diversity enhances carbon storage in tropical forests,original study,16746,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
65,Aleman,Premontane Rain Forest recovery following pasture abandonment,15,2TEB,NA,2TEB,natgrazed,UM,Deadwood,NAC,NI,9,NI,9,NI,9,3.5,16,,,NA,min_diameter,2.54,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16199,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
66,Aleman,Premontane Rain Forest recovery following pasture abandonment,15,2TEB,NA,2TEB,natgrazed,UM,Organic layer,NAC,NI,9,NI,9,NI,9,5.7,8,SE,0.6,Includes saplings,max_diameter,2.54,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16253,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
67,Aleman,Premontane Rain Forest recovery following pasture abandonment,15,2TEB,NA,2TEB,natgrazed,UM,Biomass_ag,NAC,NI,9,NI,9,NI,9,90.5,NI,NI,NI,trees only,min_dbh,0,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16307,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
68,Aleman,Premontane Rain Forest recovery following pasture abandonment,15,2TEB,NA,2TEB,natgrazed,UM,Biomass_ag,NAC,NI,9,NI,9,NI,9,97.2,NI,NI,NI,"palms,lianas,herbaceous,trees",min_dbh,0,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16361,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
69,Aleman,Premontane Rain Forest recovery following pasture abandonment,15,2TEB,NA,2TEB,natgrazed,UM,C_root_total,NAC,NI,9,NI,9,NI,9,10.9,NI,NI,NI,calculated based on TAGC using equations by Cairns et al. 1997 and assuming roots have 49% C content,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16415,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
70,Aleman,Premontane Rain Forest recovery following pasture abandonment,15,2TEB,NA,2TEB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,52,5,SE,52,NA,depth,10,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16469,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
71,Aleman,Premontane Rain Forest recovery following pasture abandonment,15,2TEB,NA,2TEB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,89.2,10,SE,3.2,NA,depth,20,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16523,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
72,Aleman,Premontane Rain Forest recovery following pasture abandonment,15,2TEB,NA,2TEB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,120.8,15,SE,5.2,NA,depth,30,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16577,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
73,Aleman,Premontane Rain Forest recovery following pasture abandonment,15,2TEB,NA,2TEB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,168.7,20,SE,7.3,NA,depth,50,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16630,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
74,Aleman,Premontane Rain Forest recovery following pasture abandonment,15,2TEB,NA,2TEB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,264.4,25,SE,18,NA,depth,100,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16679,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
75,Allpahuayo A,terra firma ALP-A,999,2TEB,NA,2TEB,nodata,O,Deadwood,NAC,NI,9,NI,9,NI,9,31.4,NI,NI,NI,prim ref: This study. ,min_diameter,10,cm,NA,NA,NA,NA,NA,NA,0,0,10.5194/bg-6-1615-2009,Chao,2009,After trees die: quantities and determinants of necromass across Amazonia,Chao2009,17118,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
76,Allpahuayo A,terra firma ALP-A,999,2TEB,NA,2TEB,nodata,O,woody_mortality,NAC,NI,9,NI,9,NI,9,2.5,NI,NI,NI,prim ref: This study. ,min_diameter,10,cm,NA,NA,NA,NA,NA,NA,0,0,10.5194/bg-6-1615-2009,Chao,2009,After trees die: quantities and determinants of necromass across Amazonia,Chao2009,17119,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
77,Allpahuayo A ALP11/ALP12,wet aseasonal forest,999,2TEB,NA,2TEB,nodata,UM,ANPP_branch_C,NAC,NA,9,2009.11.01,6,2010.09.01,6,1.42,NI,SE,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1080/17550874.2013.798365,del Aguila-Pasquel,2014,"The seasonal cycle of productivity, metabolism and carbon dynamics in a wet aseasonal forest in north-west Amazonia (Iquitos, Peru)",Malhi et al. 2015,3378,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
78,Allpahuayo A ALP11/ALP12,wet aseasonal forest,999,2TEB,NA,2TEB,nodata,UM,ANPP_foliage_C,NAC,NA,9,2009.01.01,6,2011.04.01,6,2.68,NI,SE,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1080/17550874.2013.798365,del Aguila-Pasquel,2014,"The seasonal cycle of productivity, metabolism and carbon dynamics in a wet aseasonal forest in north-west Amazonia (Iquitos, Peru)",Malhi et al. 2015,3379,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
79,Allpahuayo A ALP11/ALP12,wet aseasonal forest,999,2TEB,NA,2TEB,nodata,UM,ANPP_folivory_C,399,NI,9,NI,9,NI,9,0.5,NI,SE,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1080/17550874.2013.798365,del Aguila-Pasquel,2014,"The seasonal cycle of productivity, metabolism and carbon dynamics in a wet aseasonal forest in north-west Amazonia (Iquitos, Peru)",Malhi et al. 2015,3380,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
80,Allpahuayo A ALP11/ALP12,wet aseasonal forest,999,2TEB,NA,2TEB,nodata,UM,ANPP_stem_C,NAC,NA,9,2010.01.01,8,2011.01.01,8,4.3,NI,SE,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1080/17550874.2013.798365,del Aguila-Pasquel,2014,"The seasonal cycle of productivity, metabolism and carbon dynamics in a wet aseasonal forest in north-west Amazonia (Iquitos, Peru)",Malhi et al. 2015,3381,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
81,Allpahuayo A ALP11/ALP12,wet aseasonal forest,999,2TEB,NA,2TEB,nodata,UM,BNPP_coarse root,NAC,NI,9,NI,9,NI,9,0.69,NI,SE,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1080/17550874.2013.798365,del Aguila-Pasquel,2014,"The seasonal cycle of productivity, metabolism and carbon dynamics in a wet aseasonal forest in north-west Amazonia (Iquitos, Peru)",Malhi et al. 2015,3382,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
82,Allpahuayo A ALP11/ALP12,wet aseasonal forest,999,2TEB,NA,2TEB,nodata,UM,BNPP_fine root,NAC,NA,9,2010.03.01,6,2011.09.01,6,3.02,NI,SE,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1080/17550874.2013.798365,del Aguila-Pasquel,2014,"The seasonal cycle of productivity, metabolism and carbon dynamics in a wet aseasonal forest in north-west Amazonia (Iquitos, Peru)",Malhi et al. 2015,3383,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
83,Allpahuayo A ALP11/ALP12,wet aseasonal forest,999,2TEB,NA,2TEB,nodata,UM,C_ag,NAC,NI,9,NI,9,NI,9,130.4,NI,SE,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1080/17550874.2013.798365,del Aguila-Pasquel,2014,"The seasonal cycle of productivity, metabolism and carbon dynamics in a wet aseasonal forest in north-west Amazonia (Iquitos, Peru)",Malhi et al. 2015,3384,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
84,Allpahuayo A ALP11/ALP12,wet aseasonal forest,999,2TEB,NA,2TEB,nodata,UM,GPP_C_annual,NAC,NI,9,NI,9,NI,9,39.05,NI,SE,4.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1080/17550874.2013.798365,del Aguila-Pasquel,2014,"The seasonal cycle of productivity, metabolism and carbon dynamics in a wet aseasonal forest in north-west Amazonia (Iquitos, Peru)",Malhi et al. 2015,3385,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
85,Allpahuayo A ALP11/ALP12,wet aseasonal forest,999,2TEB,NA,2TEB,nodata,UM,R_auto_annual,NAC,NA,9,2009.06.01,6,2011.09.01,6,24.91,NI,SE,4.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1080/17550874.2013.798365,del Aguila-Pasquel,2014,"The seasonal cycle of productivity, metabolism and carbon dynamics in a wet aseasonal forest in north-west Amazonia (Iquitos, Peru)",Malhi et al. 2015,3386,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
86,Allpahuayo A ALP11/ALP12,wet aseasonal forest,999,2TEB,NA,2TEB,nodata,UM,R_foliage_annual,NAC,2010.11.01,6,NA,9,NA,9,8.92,NI,SE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1080/17550874.2013.798365,del Aguila-Pasquel,2014,"The seasonal cycle of productivity, metabolism and carbon dynamics in a wet aseasonal forest in north-west Amazonia (Iquitos, Peru)",Malhi et al. 2015,3387,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
87,Allpahuayo A ALP11/ALP12,wet aseasonal forest,999,2TEB,NA,2TEB,nodata,UM,R_wood_annual,NAC,NA,9,2010.03.01,6,2011.09.01,6,9.63,NI,SE,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1080/17550874.2013.798365,del Aguila-Pasquel,2014,"The seasonal cycle of productivity, metabolism and carbon dynamics in a wet aseasonal forest in north-west Amazonia (Iquitos, Peru)",Malhi et al. 2015,3388,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
88,Allpahuayo A clay-rich soils,terra firma clay-rich soils ALP-11,999,2TEB,NA,2TEB,nodata,UM,Biomass_ag,385,2001.01.01,8,NA,9,NA,9,269.51,NAC,NAC,NAC,"apparently mature forest, no recent major direct human impact",min_dbh,10,cm,allometric_equation,1.1,NA,NA,NA,NA,0,0,10.1098/rstb.2003.1422,Baker,2004,Increasing biomass in Amazonian forest plots,Liu et al. 2014,2847,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
89,Allpahuayo A clay-rich soils,terra firma clay-rich soils ALP-11,999,2TEB,NA,2TEB,nodata,UM,Biomass_ag,385,1990.01.01,8,NA,9,NA,9,272.35,NAC,NAC,NAC,"apparently mature forest, no recent major direct human impact",min_dbh,10,cm,allometric_equation,1.1,NA,NA,NA,NA,0,0,10.1098/rstb.2003.1422,Baker,2004,Increasing biomass in Amazonian forest plots,Liu et al. 2014,2848,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
90,Allpahuayo A clay-rich soils,terra firma clay-rich soils ALP-11,999,2TEB,NA,2TEB,nodata,UM,ANPP_stem_C,384,NA,9,1990.11.14,5,2001.01.11,5,2.59,NI,NI,NI,NA,allometric_equation,1.1,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1529-8817.2003.00778.x,Malhi,2004,The above-ground coarse wood productivity of 104 Neotropical forest plots,Malhi et al. 2004,3466,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
91,Allpahuayo A sandy soils,terra firma sandy soils ALP-12,999,2TEB,NA,2TEB,nodata,UM,Biomass_ag,385,2001.01.01,8,NA,9,NA,9,266.46,NAC,NAC,NAC,"apparently mature forest, no recent major direct human impact",min_dbh,10,cm,allometric_equation,1.1,NA,NA,NA,NA,0,0,10.1098/rstb.2003.1422,Baker,2004,Increasing biomass in Amazonian forest plots,Liu et al. 2014,2849,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
92,Allpahuayo A sandy soils,terra firma sandy soils ALP-12,999,2TEB,NA,2TEB,nodata,UM,Biomass_ag,385,1990.01.01,8,NA,9,NA,9,267.98,NAC,NAC,NAC,"apparently mature forest, no recent major direct human impact",min_dbh,10,cm,allometric_equation,1.1,NA,NA,NA,NA,0,0,10.1098/rstb.2003.1422,Baker,2004,Increasing biomass in Amazonian forest plots,Liu et al. 2014,2850,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
93,Allpahuayo A sandy soils,terra firma sandy soils ALP-12,999,2TEB,NA,2TEB,nodata,UM,ANPP_stem_C,384,NA,9,1990.11.14,5,2001.01.11,5,3.24,NI,NI,NI,NA,allometric_equation,1.1,NA,NA,NA,NA,NA,NA,NA,0,0,10.1111/j.1529-8817.2003.00778.x,Malhi,2004,The above-ground coarse wood productivity of 104 Neotropical forest plots,Malhi et al. 2004,3467,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
94,Allpahuayo B,terra firma ALP-B,999,2TEB,NA,2TEB,nodata,O,Deadwood,NAC,NI,9,NI,9,NI,9,41.1,NI,NI,NI,prim ref: This study. ,min_diameter,10,cm,NA,NA,NA,NA,NA,NA,0,0,10.5194/bg-6-1615-2009,Chao,2009,After trees die: quantities and determinants of necromass across Amazonia,Chao2009,17120,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
95,Allpahuayo B,terra firma ALP-B,999,2TEB,NA,2TEB,nodata,O,woody_mortality,NAC,NI,9,NI,9,NI,9,7.9,NI,NI,NI,prim ref: This study. ,min_diameter,10,cm,NA,NA,NA,NA,NA,NA,0,0,10.5194/bg-6-1615-2009,Chao,2009,After trees die: quantities and determinants of necromass across Amazonia,Chao2009,17121,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
96,Allpahuayo B clay-rich soils,terra firma clay-rich soils ALP-22,999,2TEB,NA,2TEB,nodata,UM,Biomass_ag,385,2001.01.01,8,NA,9,NA,9,241.02,NAC,NAC,NAC,"apparently mature forest, no recent major direct human impact",min_dbh,10,cm,allometric_equation,1.1,NA,NA,NA,NA,0,0,10.1098/rstb.2003.1422,Baker,2004,Increasing biomass in Amazonian forest plots,Liu et al. 2014,2851,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
97,Allpahuayo B clay-rich soils,terra firma clay-rich soils ALP-22,999,2TEB,NA,2TEB,nodata,UM,Biomass_ag,385,1990.01.01,8,NA,9,NA,9,226.71,NAC,NAC,NAC,"apparently mature forest, no recent major direct human impact",min_dbh,10,cm,allometric_equation,1.1,NA,NA,NA,NA,0,0,10.1098/rstb.2003.1422,Baker,2004,Increasing biomass in Amazonian forest plots,Liu et al. 2014,2852,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
