plothistoryID,sites.sitename,plot.name,plotarea,event.sequence,date,dateloc,distcat,disttype,level,units,percent.mortality,distnotes,plothistoryID.v1,tropical_extratropical
172,Atherton Tableland,long term management; disturbed by drought/fire/cyclone,0.5,1,1915,8,Disturbance,Drought,NA,NA,<100%,severely disturbed by drought and forest fires in 1915 and a cyclone in 1918.,2220,tropical
173,Atherton Tableland,long term management; disturbed by drought/fire/cyclone,0.5,2,1915,8,Disturbance,Burned,NA,NA,<100%,severely disturbed by drought and forest fires in 1915 and a cyclone in 1918.,2221,tropical
174,Atherton Tableland,long term management; disturbed by drought/fire/cyclone,0.5,3,1918,8,Disturbance,Major storm,NA,NA,<100%,severely disturbed by drought and forest fires in 1915 and a cyclone in 1918.,2222,tropical
175,Atherton Tableland,long term management; disturbed by drought/fire/cyclone,0.5,4,NI,9,Regrowth,Initiation of post-disturbance cohort (planted or natural),NA,NA,NA,severely disturbed by drought and forest fires in 1915 and a cyclone in 1918.,2223,tropical
176,Atherton Wongabel,long term management; undisturbed,0.25,1,NI,9,No.disturbance,No disturbance,NA,NA,NA,well-developed rainforests with no evidence of disturbance,2218,tropical
177,Bago Mountain swidden cultivation fallows chronosequence,Forest recovery following light use slash-and-burn,0.01,1,1959,8,Disturbance,Burned,NA,NA,100,NA,407,tropical
178,Bago Mountain swidden cultivation fallows chronosequence,Forest recovery following light use slash-and-burn,0.01,2,1959,8,Disturbance,Cut,100,%,100,NA,408,tropical
179,Bago Mountain swidden cultivation fallows chronosequence,Forest recovery following light use slash-and-burn,0.01,3,1959,8,Disturbance,Shifting cultivation,NA,NA,100,NA,409,tropical
180,Bago Mountain swidden cultivation fallows chronosequence,Forest recovery following light use slash-and-burn,0.01,4,1960,8,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,NA,410,tropical
181,Bago Mountain swidden cultivation fallows chronosequence,Undisturbed forest,0.09,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NA,411,tropical
182,Baisha,NI,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,Age.det.by: Tree rings. ,2097,tropical
183,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.0.4-y,0.3,1,NI,9,Disturbance,Harvest,NA,NA,95,"Almost all trees >13cm dbh felled and trunks removed for timber, branches and bark (palms and some spp) left behind",5630,tropical
184,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.0.4-y,0.3,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration,5635,tropical
185,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.12-y,0.3,1,NI,9,Disturbance,Harvest,NA,NA,95,"Almost all trees >13cm dbh felled and trunks removed for timber, branches and bark (palms and some spp) left behind",5633,tropical
186,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.12-y,0.3,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration,5638,tropical
187,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.18-y,0.3,1,NI,9,Disturbance,Harvest,NA,NA,95,"Almost all trees >13cm dbh felled and trunks removed for timber, branches and bark (palms and some spp) left behind",5634,tropical
188,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.18-y,0.3,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration,5639,tropical
189,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.18-y,0.3,3,NI,9,Disturbance,Cut,NaN,NaN,<<100%,pole cutting from local people,5640,tropical
190,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.4-y,0.3,1,NI,9,Disturbance,Harvest,NA,NA,95,"Almost all trees >13cm dbh felled and trunks removed for timber, branches and bark (palms and some spp) left behind",5631,tropical
191,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.4-y,0.3,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration,5636,tropical
192,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.8-y,0.3,1,NI,9,Disturbance,Harvest,NA,NA,95,"Almost all trees >13cm dbh felled and trunks removed for timber, branches and bark (palms and some spp) left behind",5632,tropical
193,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.8-y,0.3,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,Natural regeneration,5637,tropical
194,Bajo Calima Concession Chronosequence,primary forest,0.3,1,NI,9,No.disturbance,No disturbance,NA,NA,NA,NA,5641,tropical
195,BAN-01b_Banco IBP Plateau,african tropical forest,0.3,1,NAC,9,No.info,NAC,NA,NA,NA,Lewis Ref [48]-Bernhard-Reversat et al. 1978,2098,tropical
196,BAN-02b_Banco IBP Valley,african tropical forest,0.3,1,NAC,9,No.info,NAC,NA,NA,NA,Lewis Ref [48]-Bernhard-Reversat et al. 1978,2099,tropical
197,Banco plateau,Mature ,5,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2066,tropical
198,Banco Valley,Mature ,0.08,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2067,tropical
199,Bannadpare,Mature Rain forest,1,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2062,tropical
200,"Barama, NW Guyana",mature 'old growth' forest,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NAC,NA,tropical
201,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.35 y,NAC,1,NI,9,Disturbance,Cultivation,NA,NA,100,NA,412,tropical
202,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.35 y,NAC,2,1973,8.5,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,NA,413,tropical
203,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.35 y,NAC,3,1974,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,414,tropical
204,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.55 y,NAC,1,NI,9,Disturbance,Cultivation,NA,NA,100,NA,415,tropical
205,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.55 y,NAC,2,1953,8.5,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,NA,416,tropical
206,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.55 y,NAC,3,1954,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,417,tropical
207,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.85 y,NAC,1,NI,9,Disturbance,Cultivation,NA,NA,100,NA,418,tropical
208,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.85 y,NAC,2,1923,8.5,Regrowth,Initiation of post-disturbance cohort (natural),NA,NA,NA,NA,419,tropical
209,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.85 y,NAC,3,1924,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,420,tropical
210,Barro Colorado Island chronosequence,Undisturbed forest.115y,NAC,1,1894,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,421,tropical
211,Barro Colorado Island chronosequence,Undisturbed forest.115y,NAC,2,NI,9,No.disturbance,No disturbance,NA,NA,NA,NA,423,tropical
212,Barro Colorado Island chronosequence,Undisturbed forest.400y,NAC,1,1609,8,Establishment,Establishment of oldest trees,NA,NA,NA,NA,422,tropical
213,Barro Colorado Island chronosequence,Undisturbed forest.400y,NAC,2,NI,9,No.disturbance,No disturbance,NA,NA,NA,NA,424,tropical
214,Barro Colorado Island CTFS-ForestGEO plot,CTFS-ForestGEO 50-ha plot,50,1,1904,8.5,No.disturbance,No disturbance,NA,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2346,tropical
215,BCI Putz & Milton,terra firma BCI-01,2,1,1904,8.5,No.disturbance,No disturbance,NA,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2347,tropical
216,BCI.poachers1,old-growth tropical forest.BCI1,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NAC,NA,tropical
217,BCI.poachers2,old-growth tropical forest.BCI2,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NAC,NA,tropical
218,BCI.poachers3,old-growth tropical forest.BCI3,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NAC,NA,tropical
219,BCI.poachers4,old-growth tropical forest.BCI4,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NAC,NA,tropical
220,BDFFP FASTIO,Forest recovery following pasture abandonment ~1989,NAC,1,NI,9,Disturbance,Cut,100,%,100,"for most of this region, clearing occurred in the late 1970s/early 1980s",2298,tropical
221,BDFFP FASTIO,Forest recovery following pasture abandonment ~1989,NAC,2,NI,9,Disturbance,Grazed,NA,NA,NA,light to moderate intensity,2299,tropical
222,BDFFP FASTIO,Forest recovery following pasture abandonment ~1989,NAC,3,1989,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,2300,tropical
223,BDFFP FASTIO,Forest recovery following pasture abandonment ~1989,NAC,4,1989,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,2301,tropical
224,BDFFP Fazenda Agroman,Forest recovery following pasture abandonment.A11,0.1,1,1975,8.5,Disturbance,Cut,100,%,100,"Lucas 1998: 1983, 1985, 1988, 1989 fire scars?",455,tropical
225,BDFFP Fazenda Agroman,Forest recovery following pasture abandonment.A11,0.1,2,1975,8.5,Disturbance,Grazed,< 2,year,NA,NA,456,tropical
226,BDFFP Fazenda Agroman,Forest recovery following pasture abandonment.A11,0.1,3,1977,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,457,tropical
227,BDFFP Fazenda Agroman,Forest recovery following pasture abandonment.A11,0.1,4,1977,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,458,tropical
228,BDFFP Fazenda Agroman,Forest recovery following pasture abandonment.A11? ~1977,NAC,1,NI,9,Disturbance,Cut,100,%,100,"for most of this region, clearing occurred in the late 1970s/early 1980s. Lucas 1998: 1983, 1985, 1988, 1989 fire scars?",2302,tropical
229,BDFFP Fazenda Agroman,Forest recovery following pasture abandonment.A11? ~1977,NAC,2,NI,9,Disturbance,Grazed,NA,NA,NA,light to moderate intensity,2303,tropical
230,BDFFP Fazenda Agroman,Forest recovery following pasture abandonment.A11? ~1977,NAC,3,1977,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,2304,tropical
231,BDFFP Fazenda Agroman,Forest recovery following pasture abandonment.A11? ~1977,NAC,4,1977,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,2305,tropical
232,BDFFP Fazenda Cabo Frio,Mature terra firma,9,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2057,tropical
233,BDFFP Fazenda Cabo Frio,terra firma 3402 BDF-13,9,1,1904,8.5,No.disturbance,No disturbance,NA,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2348,tropical
234,BDFFP Fazenda Dimona,Forest recovery following pasture abandonment and fire.D14,0.03,1,NI,9,Disturbance,Burned,NA,NA,100,1991 fire scar?? (from  Lucas 1998),425,tropical
235,BDFFP Fazenda Dimona,Forest recovery following pasture abandonment and fire.D14,0.03,2,NI,9,Disturbance,Cut,100,%,100,1991 fire scar?? (from  Lucas 1998),426,tropical
236,BDFFP Fazenda Dimona,Forest recovery following pasture abandonment and fire.D14,0.03,3,NI,9,Disturbance,Grazed,< 2,year,NA,NA,427,tropical
237,BDFFP Fazenda Dimona,Forest recovery following pasture abandonment and fire.D14,0.03,4,1991,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,428,tropical
238,BDFFP Fazenda Dimona,Forest recovery following pasture abandonment and fire.D14,0.03,5,1991,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,429,tropical
239,BDFFP Fazenda Dimona,old-growth tropical forest.BDF3,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,NAC,NA,tropical
240,BDFFP Fazenda Dimona,terra firma 2303 BDF-01,2,1,1904,8.5,No.disturbance,No disturbance,NA,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2349,tropical
241,BDFFP Fazenda Dimona,UM mature terra firma,NAC,1,NAC,9,No.disturbance,No disturbance,NA,NA,NA,Unmanaged tropical forest that could be considered old-growth in structural/functional terms,614,tropical
242,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire.E6,0.1,1,1981,8.5,Disturbance,Cut,100,%,100,NA,431,tropical
243,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire.E6,0.1,2,1981,9,Disturbance,Burned,NA,NA,100,NA,430,tropical
244,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire.E6,0.1,3,1981,8.5,Disturbance,Grazed,6 to 8,year,NA,NA,432,tropical
245,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire.E6,0.1,4,1989,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,433,tropical
246,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire.E6,0.1,5,1989,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,434,tropical
247,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire(?) ~1984,NAC,1,NI,9,Disturbance,Cut,100,%,100,"for most of this region, clearing occurred in the late 1970s/early 1980s",2307,tropical
248,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire(?) ~1984,NAC,2,NI,9,Disturbance,Burned,NA,NA,100,"1985 fire scar in one part, no burning in other",2306,tropical
249,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire(?) ~1984,NAC,3,NI,9,Disturbance,Grazed,NA,NA,NA,light to moderate intensity,2308,tropical
250,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire(?) ~1984,NAC,4,1984,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,2309,tropical
251,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire(?) ~1984,NAC,5,1984,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,2310,tropical
252,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E7,0.1,1,1970,8.5,Disturbance,Cut,100,%,100,NA,459,tropical
253,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E7,0.1,2,1970,8.5,Disturbance,Grazed,< 2,year,NA,NA,460,tropical
254,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E7,0.1,3,1984,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,461,tropical
255,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E7,0.1,4,1984,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,462,tropical
256,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E8,0.1,1,1970,8.5,Disturbance,Cut,100,%,100,NA,463,tropical
257,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E8,0.1,2,1970,8.5,Disturbance,Grazed,< 2,year,NA,NA,464,tropical
258,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E8,0.1,3,1984,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,465,tropical
259,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E8,0.1,4,1984,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,466,tropical
260,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E9,0.1,1,1970,8.5,Disturbance,Cut,100,%,100,NA,467,tropical
261,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E9,0.1,2,1970,8.5,Disturbance,Grazed,< 2,year,NA,NA,468,tropical
262,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E9,0.1,3,1984,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,469,tropical
263,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E9,0.1,4,1984,8,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,470,tropical
264,BDFFP Fazenda Gaviao,Mature terra firma,3,1,NAC,9,No.info,NAC,NA,NA,NA,NA,2058,tropical
265,BDFFP Fazenda Gaviao,terra firma 1101 BDF-03,1,1,1904,8.5,No.disturbance,No disturbance,NA,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2350,tropical
266,BDFFP Fazenda Gaviao,terra firma 1102 BDF-04,1,1,1904,8.5,No.disturbance,No disturbance,NA,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2351,tropical
