plothistoryID,sites.sitename,plot.name,plotarea,date,daten,dateloc,distcat,disttype,level,units,distnotes,plothistoryID.v1
175,Atherton Tableland,long term management; disturbed by drought/fire/cyclone,0.5,NI,NI,9,Regrowth,Initiation of forest regrowth,NA,NA,severely disturbed by drought and forest fires in 1915 and a cyclone in 1918.,2223
176,Atherton Wongabel,long term management; undisturbed,0.25,NI,NI,9,No.disturbance,No disturbance,NA,NA,well-developed rainforests with no evidence of disturbance,2218
177,Bago Mountain swidden cultivation fallows chronosequence,Forest recovery following light use slash-and-burn,0.01,1959.01.01,19590101,8,Disturbance,Burned,NA,NA,NA,407
178,Bago Mountain swidden cultivation fallows chronosequence,Forest recovery following light use slash-and-burn,0.01,1959.01.01,19590101,8,Disturbance,Cut,100,%,NA,408
179,Bago Mountain swidden cultivation fallows chronosequence,Forest recovery following light use slash-and-burn,0.01,1959.01.01,19590101,8,Disturbance,Shifting cultivation,NA,NA,NA,409
180,Bago Mountain swidden cultivation fallows chronosequence,Forest recovery following light use slash-and-burn,0.01,1960.01.01,19600101,8,Regrowth,Initiation of natural succession,NA,NA,NA,410
181,Bago Mountain swidden cultivation fallows chronosequence,Undisturbed forest,0.09,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NA,411
182,Baisha,NI,NAC,NAC,NAC,9,No.info,NAC,NA,NA,Age.det.by: Tree rings. ,2097
183,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.0.4-y,0.3,NI,NI,9,Disturbance,Harvest,100,%,"Almost all trees >13cm dbh felled and trunks removed for timber, branches and bark (palms and some spp) left behind",5630
184,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.4-y,0.3,NI,NI,9,Disturbance,Harvest,100,%,"Almost all trees >13cm dbh felled and trunks removed for timber, branches and bark (palms and some spp) left behind",5631
185,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.8-y,0.3,NI,NI,9,Disturbance,Harvest,100,%,"Almost all trees >13cm dbh felled and trunks removed for timber, branches and bark (palms and some spp) left behind",5632
186,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.12-y,0.3,NI,NI,9,Disturbance,Harvest,100,%,"Almost all trees >13cm dbh felled and trunks removed for timber, branches and bark (palms and some spp) left behind",5633
187,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.18-y,0.3,NI,NI,9,Disturbance,Harvest,100,%,"Almost all trees >13cm dbh felled and trunks removed for timber, branches and bark (palms and some spp) left behind",5634
188,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.0.4-y,0.3,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,Natural regeneration,5635
189,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.4-y,0.3,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,Natural regeneration,5636
190,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.8-y,0.3,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,Natural regeneration,5637
191,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.12-y,0.3,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,Natural regeneration,5638
192,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.18-y,0.3,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,Natural regeneration,5639
193,Bajo Calima Concession Chronosequence,Forest recovery following clear-cut.18-y,0.3,NI,NI,9,Disturbance,Thinned,NaN,NaN,pole cutting from local people,5640
194,Bajo Calima Concession Chronosequence,primary forest,0.3,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5641
195,BAN-01b_Banco IBP Plateau,african tropical forest,0.3,NAC,NAC,9,No.info,NAC,NA,NA,Lewis Ref [48]-Bernhard-Reversat et al. 1978,2098
196,BAN-02b_Banco IBP Valley,african tropical forest,0.3,NAC,NAC,9,No.info,NAC,NA,NA,Lewis Ref [48]-Bernhard-Reversat et al. 1978,2099
197,Banco plateau,Mature ,5,NAC,NAC,9,No.info,NAC,NA,NA,NA,2066
198,Banco Valley,Mature ,0.08,NAC,NAC,9,No.info,NAC,NA,NA,NA,2067
199,Bannadpare,Mature Rain forest,1,NAC,NAC,9,No.info,NAC,NA,NA,NA,2062
200,"Barama, NW Guyana",mature 'old growth' forest,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
201,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.35 y,NAC,NI,NI,9,Disturbance,Cultivation,NA,NA,NA,412
202,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.35 y,NAC,1973.01.01,19730101,8.5,Regrowth,Initiation of natural succession,NA,NA,NA,413
203,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.35 y,NAC,1974.01.01,19740101,8,Establishment,Establishment of oldest trees,NA,NA,NA,414
204,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.55 y,NAC,NI,NI,9,Disturbance,Cultivation,NA,NA,NA,415
205,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.55 y,NAC,1953.01.01,19530101,8.5,Regrowth,Initiation of natural succession,NA,NA,NA,416
206,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.55 y,NAC,1954.01.01,19540101,8,Establishment,Establishment of oldest trees,NA,NA,NA,417
207,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.85 y,NAC,NI,NI,9,Disturbance,Cultivation,NA,NA,NA,418
208,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.85 y,NAC,1923.01.01,19230101,8.5,Regrowth,Initiation of natural succession,NA,NA,NA,419
209,Barro Colorado Island chronosequence,Forest recovery following agricultural abandonment.85 y,NAC,1924.01.01,19240101,8,Establishment,Establishment of oldest trees,NA,NA,NA,420
210,Barro Colorado Island chronosequence,Undisturbed forest.115y,NAC,1894.01.01,18940101,8,Establishment,Establishment of oldest trees,NA,NA,NA,421
211,Barro Colorado Island chronosequence,Undisturbed forest.400y,NAC,1609.01.01,16090101,8,Establishment,Establishment of oldest trees,NA,NA,NA,422
212,Barro Colorado Island chronosequence,Undisturbed forest.115y,NAC,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,423
213,Barro Colorado Island chronosequence,Undisturbed forest.400y,NAC,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,424
214,Barro Colorado Island CTFS-ForestGEO plot,CTFS-ForestGEO 50-ha plot,50,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2346
215,BCI Putz & Milton,terra firma BCI-01,2,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2347
216,BCI.poachers1,old-growth tropical forest.BCI1,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
217,BCI.poachers2,old-growth tropical forest.BCI2,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
218,BCI.poachers3,old-growth tropical forest.BCI3,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
219,BCI.poachers4,old-growth tropical forest.BCI4,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
220,BDFFP FASTIO,Forest recovery following pasture abandonment ~1989,NAC,NI,NI,9,Disturbance,Cut,100,%,"for most of this region, clearing occurred in the late 1970s/early 1980s",2298
221,BDFFP FASTIO,Forest recovery following pasture abandonment ~1989,NAC,NI,NI,9,Disturbance,Grazed,NA,NA,light to moderate intensity,2299
222,BDFFP FASTIO,Forest recovery following pasture abandonment ~1989,NAC,1989.01.01,19890101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,2300
223,BDFFP FASTIO,Forest recovery following pasture abandonment ~1989,NAC,1989.01.01,19890101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,2301
224,BDFFP Fazenda Agroman,Forest recovery following pasture abandonment.A11,0.1,1975.01.01,19750101,8.5,Disturbance,Cut,100,%,"Lucas 1998: 1983, 1985, 1988, 1989 fire scars?",455
225,BDFFP Fazenda Agroman,Forest recovery following pasture abandonment.A11,0.1,1975.01.01,19750101,8.5,Disturbance,Grazed,< 2,year,NA,456
226,BDFFP Fazenda Agroman,Forest recovery following pasture abandonment.A11,0.1,1977.01.01,19770101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,457
227,BDFFP Fazenda Agroman,Forest recovery following pasture abandonment.A11,0.1,1977.01.01,19770101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,458
228,BDFFP Fazenda Agroman,Forest recovery following pasture abandonment.A11? ~1977,NAC,NI,NI,9,Disturbance,Cut,100,%,"for most of this region, clearing occurred in the late 1970s/early 1980s. Lucas 1998: 1983, 1985, 1988, 1989 fire scars?",2302
229,BDFFP Fazenda Agroman,Forest recovery following pasture abandonment.A11? ~1977,NAC,NI,NI,9,Disturbance,Grazed,NA,NA,light to moderate intensity,2303
230,BDFFP Fazenda Agroman,Forest recovery following pasture abandonment.A11? ~1977,NAC,1977.01.01,19770101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,2304
231,BDFFP Fazenda Agroman,Forest recovery following pasture abandonment.A11? ~1977,NAC,1977.01.01,19770101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,2305
232,BDFFP Fazenda Cabo Frio,Mature terra firma,9,NAC,NAC,9,No.info,NAC,NA,NA,NA,2057
233,BDFFP Fazenda Cabo Frio,terra firma 3402 BDF-13,9,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2348
234,BDFFP Fazenda Dimona,Forest recovery following pasture abandonment and fire.D14,0.03,NI,NI,9,Disturbance,Burned,NA,NA,1991 fire scar?? (from  Lucas 1998),425
235,BDFFP Fazenda Dimona,Forest recovery following pasture abandonment and fire.D14,0.03,NI,NI,9,Disturbance,Cut,100,%,1991 fire scar?? (from  Lucas 1998),426
236,BDFFP Fazenda Dimona,Forest recovery following pasture abandonment and fire.D14,0.03,NI,NI,9,Disturbance,Grazed,< 2,year,NA,427
237,BDFFP Fazenda Dimona,Forest recovery following pasture abandonment and fire.D14,0.03,1991.01.01,19910101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,428
238,BDFFP Fazenda Dimona,Forest recovery following pasture abandonment and fire.D14,0.03,1991.01.01,19910101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,429
239,BDFFP Fazenda Dimona,UM mature terra firma,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,Unmanaged tropical forest that could be considered old-growth in structural/functional terms,614
240,BDFFP Fazenda Dimona,terra firma 2303 BDF-01,2,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2349
241,BDFFP Fazenda Dimona,old-growth tropical forest.BDF3,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
243,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire.E6,0.1,NI,NI,9,Disturbance,Burned,NA,NA,NA,430
244,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire.E6,0.1,1981.01.01,19810101,8.5,Disturbance,Cut,100,%,NA,431
245,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire.E6,0.1,1981.01.01,19810101,8.5,Disturbance,Grazed,6 to 8,year,NA,432
246,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire.E6,0.1,1989.01.01,19890101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,433
247,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire.E6,0.1,1989.01.01,19890101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,434
248,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E7,0.1,1970.01.01,19700101,8.5,Disturbance,Cut,100,%,NA,459
249,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E7,0.1,1970.01.01,19700101,8.5,Disturbance,Grazed,< 2,year,NA,460
250,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E7,0.1,1984.01.01,19840101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,461
251,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E7,0.1,1984.01.01,19840101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,462
252,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E8,0.1,1970.01.01,19700101,8.5,Disturbance,Cut,100,%,NA,463
253,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E8,0.1,1970.01.01,19700101,8.5,Disturbance,Grazed,< 2,year,NA,464
254,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E8,0.1,1984.01.01,19840101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,465
255,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E8,0.1,1984.01.01,19840101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,466
256,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E9,0.1,1970.01.01,19700101,8.5,Disturbance,Cut,100,%,NA,467
257,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E9,0.1,1970.01.01,19700101,8.5,Disturbance,Grazed,< 2,year,NA,468
258,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E9,0.1,1984.01.01,19840101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,469
259,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment.E9,0.1,1984.01.01,19840101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,470
260,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire(?) ~1984,NAC,NI,NI,9,Disturbance,Burned,NA,NA,"1985 fire scar in one part, no burning in other",2306
261,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire(?) ~1984,NAC,NI,NI,9,Disturbance,Cut,100,%,"for most of this region, clearing occurred in the late 1970s/early 1980s",2307
262,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire(?) ~1984,NAC,NI,NI,9,Disturbance,Grazed,NA,NA,light to moderate intensity,2308
263,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire(?) ~1984,NAC,1984.01.01,19840101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,2309
264,BDFFP Fazenda Esteio,Forest recovery following pasture abandonment and fire(?) ~1984,NAC,1984.01.01,19840101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,2310
265,BDFFP Fazenda Gaviao,Mature terra firma,3,NAC,NAC,9,No.info,NAC,NA,NA,NA,2058
266,BDFFP Fazenda Gaviao,terra firma 1101 BDF-03,1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2350
267,BDFFP Fazenda Gaviao,terra firma 1102 BDF-04,1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2351
268,BDFFP Fazenda Gaviao,terra firma 1103 BDF-05,1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2352
269,BDFFP Fazenda Gaviao,terra firma 1201 BDF-06,3,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2353
270,BDFFP Fazenda Gaviao,terra firma 1109 BDF-08,1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2354
271,BDFFP Fazenda Maringa,Forest recovery following pasture abandonment and fire.M10,0.1,NI,NI,9,Disturbance,Burned,NA,NA,NA,440
272,BDFFP Fazenda Maringa,Forest recovery following pasture abandonment and fire.M10,0.1,NI,NI,9,Disturbance,Cut,100,%,NA,441
273,BDFFP Fazenda Maringa,Forest recovery following pasture abandonment and fire.M10,0.1,NI,NI,9,Disturbance,Grazed,4 to 6,year,NA,442
274,BDFFP Fazenda Maringa,Forest recovery following pasture abandonment and fire.M10,0.1,1985.01.01,19850101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,443
