site.ID,sites.sitename,network,alt.names,super.site,city,state,country,lat,lon,masl,geography.notes,mat,min.temp,max.temp,map,climate.notes,soil.texture,sand,silt,clay,soil.classification,soil.notes,hydrology.notes,site.notes,geographic.area,biogeog,Koeppen,FAO.ecozone,site.ID.v1,measurement.refs,site.ref,ref.notes,lacks.info.from.ori.pub,loaded.from,loaded.by,potential_duplicate_group,potential_duplicate_group_parsed,confirmed.unique,potential_duplicate_group_manual,duplicate.notes
72,Andrews 12,NA,NA,H.J. Andrews Experimental Forest,Blue River,Oregon,United States of America,44.2587,-122.1818,812,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,39,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,Law_2004_dace,NA,1,Luyssaert_2007_cbob,Maria,17,1,supersite,17,needs merge
73,Andrews 2,NA,NA,H.J. Andrews Experimental Forest,Blue River,Oregon,United States of America,44.2515,-122.2018,815,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,39,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,Law_2004_dace,NA,1,Luyssaert_2007_cbob,Maria,17,1,supersite,17,needs merge
74,Andrews 3,NA,NA,H.J. Andrews Experimental Forest,Blue River,Oregon,United States of America,44.2588,-122.2041,766,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,39,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,Law_2004_dace,NA,1,Luyssaert_2007_cbob,Maria,17,1,supersite,17,needs merge
75,Andrews 4,NA,NA,H.J. Andrews Experimental Forest,Blue River,Oregon,United States of America,44.2477,-122.1974,737,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,39,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,Law_2004_dace,NA,1,Luyssaert_2007_cbob,Maria,17,1,supersite,17,needs merge
76,Andrews 5,NA,NA,H.J. Andrews Experimental Forest,Blue River,Oregon,United States of America,44.2347,-122.1766,712,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,39,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,Law_2004_dace,NA,1,Luyssaert_2007_cbob,Maria,17,1,supersite,17,needs merge
77,Andrews 6,NA,NA,H.J. Andrews Experimental Forest,Blue River,Oregon,United States of America,44.2548,-122.1827,782,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,39,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,Law_2004_dace,NA,1,Luyssaert_2007_cbob,Maria,17,1,supersite,17,needs merge
78,Andrews 7,NA,NA,H.J. Andrews Experimental Forest,Blue River,Oregon,United States of America,44.2705,-122.2173,700,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,39,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,Law_2004_dace,NA,1,Luyssaert_2007_cbob,Maria,17,1,supersite,17,needs merge
79,Andrews 8,NA,NA,H.J. Andrews Experimental Forest,Blue River,Oregon,United States of America,44.2699,-122.2265,859,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,39,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,Law_2004_dace,NA,1,Luyssaert_2007_cbob,Maria,17,1,supersite,17,needs merge
80,Andrews 9,NA,NA,H.J. Andrews Experimental Forest,Blue River,Oregon,United States of America,44.2626,-122.1944,846,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,39,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,Law_2004_dace,NA,1,Luyssaert_2007_cbob,Maria,17,1,supersite,17,needs merge
81,Andrews watershed,NA,NA,H.J. Andrews Experimental Forest,Blue River,Oregon,United States of America,44.25,-122.17,531,NA,8.7,NAC,NAC,2370,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,39,North America,Csb,Temperate mountain system,NA,Sulzmann_2005_coal,Sulzmann_2005_coal,NA,1,Luyssaert_2007_cbob,Maria,17,1,supersite,17,needs merge
82,Andrews watershed 10,NA,NA,NA,NAC,Oregon,United States of America,44.25,-122.33,430,NA,8.5,NAC,NAC,2250,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,39,North America,Csb,Temperate mountain system,NA,DeAngelis_1981_pofe,DeAngelis_1981_pofe,"DeAngelis et al 1981 IBP_101,",1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
83,"Apiau,Roraima",NA,NA,NA,NAC,Roraima,Brazil,2.57,-61.3,NAC,NA,NAC,NAC,NAC,1902,rainfall seasonality index SR (%) = 0.47,NAC,NAC,NAC,NAC,Acrisol,NA,NAC,NA,40,South America,Am,Tropical moist forest,1169,Barbosa_1996_canf; Chave_2010_rasp,NA,NA,NA,Chave_2010_rasp,NA,0,0,NA,0,NA
84,"Appomattox Buckingham S.F., Chestnut Ridge Natural Area",NA,NA,NA,NAC,Virginia,United States of America,37.407916,-78.622173,NAC,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,41,North America,Cfa,Subtropical humid forest,NA,McGarvey_2015_csio,NA,NA,NA,NA,Maria,0,0,NA,0,NA
85,Araracuara,NA,NA,NA,NAC,Amazonas,Colombia,-0.63,-72.37,NAC,NA,25.5,NAC,NAC,2998,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,42,South America,Af,Tropical rainforest,131,Overman_1994_eorm,NA,NA,NA,Keith_2009_rofb; Liu_2014_htpa,NA,0,0,NA,0,NA
86,Arengou,NA,NA,NA,Baiyu,Sichuan,China,31.2,98.8,NAC,NA,5.9,NAC,NAC,555,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,43,Asia,Dwc,Subtropical mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,0,0,NA,0,NA
87,Arroyo Negro,NA,NA,NA,Yucatan,Campeche,Mexico,17.883,-89.283,NAC,NA,25,NAC,NAC,1418,NA,NAC,NAC,NAC,NAC,NAC,"Regionally, soils are shallow, calcareous, and highly permeable due to organic matter content and underlying limestone bedrock.",NAC,GROA site.id #295,44,North America,Aw,Tropical moist forest,338,Eaton_2009_locs; Read_2003_robf,NA,NA,NA,NA,NA,0,0,NA,0,NA
88,Asa,NA,NA,NA,NAC,Kronoberg,Sweden,57.13,14.75,190,NA,7.5,NAC,NAC,712,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,45,Europe,Cfb,Temperate continental forest,NA,Lindroth_2008_mone,NA,NA,NA,Yu_2014_hcdu,Maria,0,0,NA,0,NA
89,Ashu Kyoto,NA,NA,NA,NAC,Kyoto,Japan,35.33,135.75,680,NA,11.3,NAC,NAC,2788,NA,clay loam,NAC,NAC,NAC,NAC,NA,NA,NA,46,Asia,Cfa,Temperate mountain system,NA,DeAngelis_1981_pofe,DeAngelis_1981_pofe,"DeAngelis et al 1981 IBP_39,ods,",1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
90,ASN-02_Asenanyo F.R. 2,NA,NA,NA,NAC,Ashanti,Ghana,6.56,-2.22,270,NA,25.7,NAC,NAC,1416,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,47,Africa,Aw,Tropical rainforest,255,Lewis_2009_icsi,NA,NA,NA,Lewis2009; Liu_2014_htpa,NA,0,0,NA,0,NA
91,ASN-04_Asenanyo F.R. 4,NA,NA,NA,NAC,Ashanti,Ghana,6.48,-2.17,230,NA,25.6,NAC,NAC,1434,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,47,Africa,Aw,Tropical rainforest,254,Lewis_2009_icsi,NA,NA,NA,Lewis2009; Liu_2014_htpa,NA,0,0,NA,0,NA
92,AspenFACE,NA,NA,NA,Rhinelander,Wisconsin,United States of America,45.667,-89.6167,NAC,NA,4,NAC,NAC,810,NA,sandy loam,NAC,NAC,NAC,NAC,NA,NA,NA,48,North America,Dfb,Temperate continental forest,NA,King_2004_amso; King_2005_tocn; Norby_2005_frte,NA,NA,NA,NA,NA,19,1,NA,19,NA
93,ASU-01_Asukese F.R. 1,NA,NA,NA,NAC,Brong-Ahafo,Ghana,7.14,-2.45,285,NA,25.9,NAC,NAC,1212,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,49,Africa,Aw,Tropical rainforest,256,Lewis_2009_icsi,NA,NA,NA,Lewis2009; Liu_2014_htpa,NA,0,0,NA,0,NA
94,Atherton Gadgarra,NA,NA,NA,Athterton,Queensland,Australia,-17.3,145.72,700,NA,NAC,NAC,NAC,2100,NA,NAC,50,13,27,NAC,"typical krasnozem humox (0.50/0.13/0.37 sand/silt/clay, 0-30 cm)",NAC,NA,50,Australia,Cfa,Tropical rainforest,3,Stocker_2013_ntfa,NA,NA,NA,Stocker_2013_ntfa,NA,0,0,NA,0,NA
95,Atherton Tableland,NA,NA,NA,Athterton,Queensland,Australia,-17.28,145.57,720,NA,20,14.7,20.2,1427,NA,NAC,15,38,47,NAC,dark red basaltic / krasnozem 0.15/0.38/0.47 sand/silt/clay (0-30 cm),NAC,NA,50,Australia,Cfa,Tropical rainforest,4,Stocker_2013_ntfa,NA,NA,NA,NA,NA,0,0,NA,0,NA
96,Atherton Wongabel,NA,NA,NA,Athterton,Queensland,Australia,-17.32,145.5,760,NA,NAC,NAC,NAC,1560,NA,NAC,53,12,34,NAC,"typical krasnozem ochrept; (0.53/0.12/0.34 sand/silt/clay, 0-30 cm)",NAC,NA,50,Australia,Cwa,Tropical rainforest,2,Stocker_2013_ntfa,NA,NA,NA,Stocker_2013_ntfa,NA,0,0,NA,0,NA
97,Aubure (Natural regeneration),NA,NA,NA,NAC,Haut-Rhin,France,48.2,7.18,1000,NA,5.4,NAC,NAC,1192,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,51,Europe,Cfb,Temperate mountain system,NA,Luyssaert_2007_cbob; Schulze_2000_tcan,Schulze_2000_tcan,NA,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
98,Aubure (Planted),NA,NA,NA,NAC,Haut-Rhin,France,48.2,7.18,1050,NA,5.4,NAC,NAC,1192,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,51,Europe,Cfb,Temperate mountain system,NA,Luyssaert_2007_cbob; Schulze_2000_tcan,Schulze_2000_tcan,NA,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
99,Austin Cary Management Forest,NA,NA,NA,NAC,Florida,United States of America,29.74,-82.21,50,NA,21.7,NAC,NAC,1330,NA,clay loam,NAC,NAC,NAC,NAC,NA,NA,NA,52,North America,Cfa,Subtropical humid forest,NA,Luyssaert_2007_cbob; Yu_2014_hcdu,NA,Ameriflux website,1,Luyssaert_2007_cbob,Maria,21,1,NA,21,NA
100,Bago Mountain swidden cultivation fallows chronosequence,NA,NA,NA,Karen,Bago,Myanmar,18.875,95.891,350,NA,27,NAC,NAC,1900,NA,NAC,NAC,NAC,NAC,Ultisol,NA,NAC,NA,53,Asia,Aw,Tropical rainforest,385,Chan_2013_eoam,NA,NA,NA,NA,NA,22,1,0,22,need to return to two original refs
101,"Baihe, Nanping",NA,NA,NA,Nanping,Sichuan,China,33.25,103.77,NAC,NA,4,NAC,NAC,832,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Subtropical mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,23,1,NA,0,NA
102,Baisha,NA,NA,NA,NAC,Guangxi,China,21.7,109.6,NAC,NA,23.8,NAC,NAC,1581,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,55,Asia,Cwa,Subtropical humid forest,404,Luo_1996_ponp,NA,NA,NA,Liu_2014_htpa,NA,24,1,NA,0,NA
103,Baiyin'aobao,NA,NA,NA,NAC,Inner Mongol,China,43.51,117.22,NAC,NA,0.7,NAC,NAC,381,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,56,Asia,Dwb,Temperate steppe,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,0,0,NA,0,NA
104,Baiyu,NA,NA,NA,NAC,Sichuan,China,31.2,98.8,NAC,NA,4.9,NAC,NAC,549,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,43,Asia,Dwc,Subtropical mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,0,0,NA,0,NA
105,Bajo Calima Concession Chronosequence,NA,NA,NA,NAC,Valle del Cauca,Colombia,3.916667,-77,100,NA,27.3,21.4,30.3,7000,transitional tropical wet - rain forest,clay,NAC,NAC,NAC,Entisol,NA,NAC,NA,57,South America,Af,Tropical rainforest,1400,Faber-Langendoen_1992_ecor,NA,NA,NA,Bonner_2013_amgc,NA,25,1,NA,0,NA
106,Balikun,NA,NA,NA,NAC,Xinjiang,China,43.8,93,NAC,NA,-0.7,NAC,NAC,684,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,58,Asia,BWk,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,0,0,NA,0,NA
107,Balmoral,NA,NA,NA,NAC,Canterbury,New Zealand,-42.87,172.75,198,NA,9.77,NAC,NAC,652,NA,clay loam,NAC,NAC,NAC,NAC,NA,NA,NA,59,Oceania,Cfb,Temperate oceanic forest,NA,Arneth_1998_nepn; Arneth_1999_aoac,Arneth_1998_nepn; Arneth_1999_aoac,NA,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
108,BAN-01b_Banco IBP Plateau,NA,NA,NA,NAC,Lagunes,Cote D'Ivoire,5.53,-4.03,50,NA,26.2,NAC,NAC,1683,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,60,Africa,Aw,Tropical rainforest,242,Lewis_2009_icsi,NA,NA,NA,Lewis2009; Liu_2014_htpa,NA,0,0,NA,0,NA
109,BAN-02b_Banco IBP Valley,NA,NA,NA,NAC,Lagunes,Cote D'Ivoire,5.53,-4.03,50,NA,26.2,NAC,NAC,1683,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,60,Africa,Aw,Tropical rainforest,243,Lewis_2009_icsi,NA,NA,NA,Lewis2009; Liu_2014_htpa,NA,0,0,NA,0,NA
110,Banco plateau,NA,NA,NA,NAC,Lagunes,Cote D'Ivoire,5.38,-4.03,100,elevation approx.- probably 50-100 m,26.2,NAC,NAC,2095,NA,NAC,NAC,NAC,NAC,NAC,Very sandy,NAC,NA,60,Africa,Aw,Tropical rainforest,240,Bernhard-Reversat_1978_safo; Clark_2013_ntfc; DeAngelis_1981_pofe,NA,Huttel 1975. Bernhard-Reversat et al. 1972; 1978,NA,NA,NA,28,1,1,25,"unique from Banco valley, but probably not from BAN-01b_Banco IBP Plateau"
111,Banco Valley,NA,NA,NA,NAC,Lagunes,Cote D'Ivoire,5.38,-4.03,50,elevation approx.- probably 50-100 m,26.2,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,NAC,Very sandy,NAC,NA,60,Africa,Aw,Tropical rainforest,241,Bernhard-Reversat_1978_safo; Clark_2013_ntfc,NA,Huttel 1975. Bernhard-Reversat et al. 1972; 1978,NA,NA,NA,28,1,1,25,unique from Banco plateau but probably not from BAN-02b_Banco IBP Valley
112,BangorFACE,NA,NA,NA,Bangor,Gwynedd,United Kingdom,53.233,-4.0167,15,NA,11,NAC,NAC,1034,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,61,Europe,Cfb,Temperate oceanic forest,NA,Hoosbeek_2011_face; Smith_2012_tsdi,NA,NA,NA,NA,NA,0,0,NA,0,NA
113,Bannadpare,NA,NA,NA,NAC,Karnataka,India,12.08,75.7,200,NA,27,NAC,NAC,5310,NA,NAC,NAC,NAC,NAC,Oxisol,NA,NAC,NA,62,Asia,Am,Tropical rainforest,326,Clark_2013_ntfc; Olson_2013_nmna; Rai_1986_esof,NA,"Rai and Proctor 1986a,b",NA,NA,NA,0,0,NA,0,NA
114,Baotianman Nature Reserve,NA,NA,NA,Neixiang,Henan,China,33.483333,111.958333,1320,NA,15.2,NAC,NAC,900,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,63,Asia,Cwa,Subtropical mountain system,NA,Liu_1998_banp; Liu_2001_soba,NA,NA,NA,Lin_2012_tvia,Maria,29,1,NA,26,NA
115,Baozuo 1,NA,NA,NA,Ruo'ergai,Sichuan,China,33.47,103.46,NAC,NA,2.9,NAC,NAC,788,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,30,1,NA,0,NA
116,Baozuo 10,NA,NA,NA,Ruo'ergai,Sichuan,China,33.48,103.54,NAC,NA,2.9,NAC,NAC,797,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,30,1,NA,0,NA
117,Baozuo 11,NA,NA,NA,Ruo'ergai,Sichuan,China,33.53,103.66,NAC,NA,3.5,NAC,NAC,809,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,31,1,NA,0,NA
118,Baozuo 12,NA,NA,NA,Ruo'ergai,Sichuan,China,33.57,103.32,NAC,NA,2.6,NAC,NAC,769,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,0,0,NA,0,NA
119,Baozuo 13,NA,NA,NA,Ruo'ergai,Sichuan,China,33.45,103.5,NAC,NA,2.9,NAC,NAC,794,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,30,1,NA,0,NA
120,Baozuo 2,NA,NA,NA,Ruo'ergai,Sichuan,China,33.35,103.41,NAC,NA,2.7,NAC,NAC,788,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,0,0,NA,0,NA
121,Baozuo 3,NA,NA,NA,Ruo'ergai,Sichuan,China,33.32,103.61,NAC,NA,3.5,NAC,NAC,811,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Subtropical mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,23,1,NA,0,NA
122,Baozuo 4,NA,NA,NA,Ruo'ergai,Sichuan,China,33.37,103.36,NAC,NA,2.7,NAC,NAC,781,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,0,0,NA,0,NA
123,Baozuo 5,NA,NA,NA,Ruo'ergai,Sichuan,China,33.43,103.49,NAC,NA,2.9,NAC,NAC,794,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,30,1,NA,0,NA
124,Baozuo 6,NA,NA,NA,Ruo'ergai,Sichuan,China,33.4,103.37,NAC,NA,2.7,NAC,NAC,782,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,0,0,NA,0,NA
125,Baozuo 7,NA,NA,NA,Ruo'ergai,Sichuan,China,33.38,103.5,NAC,NA,2.9,NAC,NAC,797,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,0,0,NA,0,NA
126,Baozuo 8,NA,NA,NA,Ruo'ergai,Sichuan,China,33.33,103.47,NAC,NA,3.3,NAC,NAC,795,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,0,0,NA,0,NA
127,Baozuo 9,NA,NA,NA,Ruo'ergai,Sichuan,China,33.62,103.39,NAC,NA,2.6,NAC,NAC,776,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,0,0,NA,0,NA
128,"Baozuo Cupressus, Sabina",NA,NA,NA,Ruo'ergai,Sichuan,China,33.45,103.39,NAC,NA,2.7,NAC,NAC,782,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,0,0,NA,0,NA
129,"Barama, NW Guyana",NA,NA,NA,NAC,Barima-Waini,Guyana,7.7,-59.943,NAC,NA,NAC,NAC,NAC,2599,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,64,South America,Af,Tropical rainforest,1357,Poorter_2015_decs,NA,NA,NA,NA,NA,0,0,NA,0,NA
130,Barro Colorado Island chronosequence,NA,NA,Barro Colorado Island (BCI),NA,Colon,Panama,9.15,-79.833,NAC,NA,26,NAC,NAC,2600,NA,NAC,NAC,NAC,NAC,NAC,NA,NAC,NA,7,North America,Am,Tropical moist forest,277,Mascaro_2012_soac,NA,NA,NA,NA,NA,34,1;2;3,NAC,31,some plots may fall within Barro Colorado Island CTFS-ForestGEO plot
131,Barro Colorado Island CTFS-ForestGEO plot,CTFS-ForestGEO,BCI,Barro Colorado Island (BCI),NA,Colon,Panama,9.1543,-79.8461,140,"lowland, on a 1500-ha island in Gatun Lake; elevation is midpoint between min and max",27.4,NAC,NAC,2167,Dry season length 3.54 mths; Mean maximum dry season moisture deficit (mm) =514,NAC,NAC,NAC,NAC,oxisol,parent rock beneath the plateau is anandesite flow; soils under most of the plot are well-weathered kaolinitic Oxisols with low cation exchange capacity. ,terra firma,NA,7,North America,Am,Tropical moist forest,470,Chave_2003_satv; Chave_2008_aepa; Foster_1982_fobc; Johnson_2018_csss; Lutz_2018_giol; Malhi_2011_taoe; Meakem_2017_rots; Poorter_2015_decs,Meakem_2017_rots;Anderson-Teixeira_2015_cawn,"additional references: Foster 1982, Anderson-Teixeira_2015_cawn and references therein.  Updated info at: https://github.com/forestgeo/Site-Data/blob/master/ForestGEO_site_data.csv.",NA,NA,Kristina Anderson-Teixeira,34,1;2;3,NAC,31,NA
132,Bartlett,NA,NA,Bartlett,NAC,New Hampshire,United States of America,44.06,-71.29,272,NA,6.93,NAC,NAC,1270,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,65,North America,Dfb,Temperate mountain system,NA,Luyssaert_2007_cbob; Ollinger_2005_nppa; Yanai_2006_tvah,NA,Ameriflux,1,Luyssaert_2007_cbob,Kristina Anderson-Teixeira,35,1,NA,32,NA
133,Battle Ax 1,NA,NA,NA,NAC,Oregon,United States of America,44.7782,-122.1476,1284,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,66,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,NA,Sun et al 2004,1,Luyssaert_2007_cbob,Kristina Anderson-Teixeira,0,0,NA,0,NA
134,Battle Ax 2,NA,NA,NA,NAC,Oregon,United States of America,44.8094,-122.2324,1007,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,66,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,NA,Sun et al 2004,1,Luyssaert_2007_cbob,Kristina Anderson-Teixeira,0,0,NA,0,NA
135,Battle Ax 3,NA,NA,NA,NAC,Oregon,United States of America,44.8094,-122.2324,900,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,66,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,NA,Sun et al 2004,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
136,Battle Ax 4,NA,NA,NA,NAC,Oregon,United States of America,44.8285,-122.2429,745,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,66,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,NA,Sun et al 2004,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
137,Battle Ax 5,NA,NA,NA,NAC,Oregon,United States of America,44.836,-122.2246,1027,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,66,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,NA,Sun et al 2004,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
138,Battle Ax 6,NA,NA,NA,NAC,Oregon,United States of America,44.8386,-122.2342,987,NA,NAC,NAC,NAC,NAC,NA,loam,NAC,NAC,NAC,NAC,NA,NA,NA,66,North America,Csb,Temperate mountain system,NA,Luyssaert_2007_cbob,NA,Sun et al 2004,1,Luyssaert_2007_cbob,Maria,0,0,NA,0,NA
139,Baxi 1,NA,NA,NA,Ruo'ergai,Sichuan,China,33.38,103.32,NAC,NA,2.7,NAC,NAC,776,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,0,0,NA,0,NA
140,Baxi 2,NA,NA,NA,Ruo'ergai,Sichuan,China,33.53,103.34,NAC,NA,2.6,NAC,NAC,772,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,0,0,NA,0,NA
141,Baxi 3,NA,NA,NA,Ruo'ergai,Sichuan,China,33.55,103.3,NAC,NA,2.6,NAC,NAC,767,NA,NAC,NAC,NAC,NAC,NAC,NA,NA,NA,54,Asia,Dwb,Temperate mountain system,NA,Luo_1996_ponp,NA,Liu_2014_htpa,NA,Liu_2014_htpa,Maria,0,0,NA,0,NA
142,Bayreuth/Weiden Brunnen,NA,NA,NA,NAC,Bayern,Germany,50.15,11.87,775,NA,5.84,NAC,NAC,1037.17,NA,clay loam,NAC,NAC,NAC,NAC,NA,NA,NA,67,Europe,Cfb,Temperate oceanic forest,NA,Buchmann_2000_baaf; CarboEurope-IP_2006_cd; Law_2002_ecoc; Mund_2002_gacs; Ruppert_2006_igsf; Valentini_2000_ratm,NA,CD Carbodata,1,Luyssaert_2007_cbob,Maria,37,1;2;3;4,NA,34,NA
143,BCI Putz & Milton,NA,NA,Barro Colorado Island (BCI),NAC,Colon,Panama,9.17,-79.85,100,NA,26.26,NAC,NAC,2912,Dry season length 3.54 mths,NAC,NAC,NAC,NAC,ultisol,NA,terra firma,NA,7,North America,Am,Tropical moist forest,469,Leigh_1999_tfea; Foster_1982_fobc; Taylor_2017_tari,NA,NA,NA,Malhi_2004_tacw,NA,34,1;2;3,NAC,31,may fall within Barro Colorado Island CTFS-ForestGEO plot
